id_commande,id_client,id_produit,date_commande,quantite,prix_unitaire,statut,ville_livraison,mode_paiement,id_livreur,date_livraison
CMD034336,C05136,P00490,05/10/2025,1,3868.02,DONE,TNG,CARD,,2026-01-29
CMD034337,C04543,P00808,2025-09-03,4,622.16,KO,tanger,CASH,L32,2025-11-15
CMD034338,C06737,P00110,2025-08-23,5,2607.82,KO,Tnja,CASH,,2025-08-17
CMD034339,C02323,P00212,23/06/2024,3,1017.24,OK,Rabat,CASH,L45,2025-11-02
CMD034340,C08517,P00226,08/11/2024,2,3935.44,DONE,tanger,CARD,L42,2025-10-18
CMD034341,C04029,P00888,2026-02-03,3,2842.88,OK,CAS,CASH,L31,2026-04-11
CMD034342,C08740,P00265,2024-07-04,3,4944.65,OK,tanger,CASH,,2025-10-21
CMD034343,C06305,P00953,Jan 28 2026,5,2405.37,DONE,CAS,CASH,,2025-10-30
CMD034344,C02559,P00649,2024-07-04,4,4072.31,DONE,CAS,CASH,L40,2026-04-08
CMD034345,C09389,P00887,06/01/2025,1,1812.36,DONE,Rabat,CASH,L41,2026-01-01
CMD034346,C03790,P00133,2024-11-13,5,342.44,OK,CAS,CARD,L27,2025-09-17
CMD034347,C08323,P00100,2025-03-17,4,2934.61,KO,CAS,CARD,L44,2025-05-24
CMD034348,C00135,P00646,2025-08-25,5,684.55,OK,CAS,CASH,L34,2026-02-05
CMD034349,C02439,P00445,2024-11-09,4,4838.78,KO,CAS,CASH,L9,2025-11-23
CMD034350,C09220,P00366,Apr 23 2026,1,3312.85,KO,Rabat,CARD,L21,2025-08-03
CMD034351,C03102,P00261,Oct 01 2024,5,1811.79,OK,CAS,CASH,L14,2025-12-24
CMD034352,C04564,P00213,05/01/2025,5,1220.66,OK,CAS,CASH,L41,2025-05-18
CMD034353,C04354,P00793,2024-05-15,2,753.51,KO,Tnja,CASH,L18,2025-05-17
CMD034354,C03436,P00997,18/03/2025,4,4348.99,OK,tanger,CARD,L48,2026-02-25
CMD034355,C06152,P00538,30/10/2024,3,0.0,KO,Tnja,CASH,L16,2026-01-19
CMD034356,C00630,P00081,2024-12-08,3,3748.1,DONE,TNG,CARD,L45,2026-04-13
CMD034357,C04678,P00051,Jul 21 2024,4,4312.7,OK,Rabat,CASH,L46,2026-01-14
CMD034358,C06271,P00812,06/06/2025,4,2802.86,KO,Rabat,CASH,L27,2026-03-10
CMD034359,C07625,P00281,2024-05-15,1,4652.61,DONE,TNG,CARD,L33,2025-07-22
CMD034360,C02365,P00826,Jan 14 2026,1,3975.09,OK,CAS,CASH,L10,2026-03-18
CMD034361,C08413,P00129,2026-01-15,2,1889.95,DONE,tanger,CASH,L2,2026-05-06
CMD034362,C03902,P00745,06/01/2025,5,4447.19,KO,CAS,CARD,L44,2025-07-30
CMD034363,C01377,P00866,2026-01-13,4,1140.63,KO,tanger,CARD,,2025-11-13
CMD034364,C04644,P00348,2025-11-27,1,3300.81,OK,TNG,CASH,L20,2025-07-10
CMD034365,C00891,P00777,2025-01-15,3,2876.06,DONE,Tnja,CASH,L3,2026-02-02
CMD034366,C05676,P00334,15/06/2025,2,1668.9,OK,Tnja,CASH,L19,2025-11-29
CMD034367,C09357,P00066,12/02/2025,1,4722.91,DONE,TNG,CASH,L16,2025-08-13
CMD034368,C07026,P00446,2024-08-09,4,1597.29,KO,CAS,CASH,L31,2026-04-25
CMD034369,C09707,P00641,2025-07-05,5,2442.14,KO,CAS,CASH,L22,2025-12-01
CMD034370,C09963,P00918,2024-06-19,2,1514.06,OK,TNG,CASH,L30,2025-09-28
CMD034371,C00405,P00477,2024-06-06,2,3824.88,DONE,tanger,CARD,L7,2025-07-10
CMD034372,C06378,P00877,10/03/2025,-4,4905.96,OK,tanger,CASH,L9,2025-10-19
CMD034373,C08891,P00524,01/12/2024,5,4429.27,KO,CAS,CARD,L46,2026-02-18
CMD034374,C03863,P00968,Apr 12 2025,5,4624.33,KO,tanger,CASH,L46,2025-06-06
CMD034375,C07626,P00082,2025-03-15,2,1166.0,OK,Tnja,CASH,L29,2026-05-11
CMD034376,C07270,P00675,30/07/2025,2,3500.44,KO,Rabat,CASH,,2025-12-05
CMD034377,C05566,P00611,Apr 07 2025,5,590.43,OK,Tnja,CASH,L37,2026-05-06
CMD034378,C09637,P00552,22/12/2025,1,4991.23,DONE,TNG,CARD,L9,2026-03-23
CMD034379,C04744,P00136,2025-03-01,5,2812.59,OK,CAS,CASH,L1,2026-01-17
CMD034380,C02603,P00184,2025-08-19,3,0.0,KO,CAS,CARD,L44,2026-04-06
CMD034381,C09932,P00971,25/05/2024,3,3649.69,DONE,CAS,CARD,L19,2026-01-23
CMD034382,C06589,P00828,10/03/2025,5,3813.3,DONE,TNG,CARD,L12,2026-01-05
CMD034383,C09907,P00423,28/03/2026,5,440.08,DONE,Tnja,CASH,L25,2026-02-14
CMD034384,C08849,P00416,02/01/2026,2,2019.0,KO,Rabat,CASH,L49,2025-12-02
CMD034385,C01237,P00782,May 18 2024,1,1668.32,OK,Tnja,CASH,L34,2025-12-27
CMD034386,C06630,P00855,2024-06-11,4,429.14,KO,Tnja,CARD,L28,2025-06-28
CMD034387,C04654,P00012,02/05/2026,3,315.52,KO,tanger,CASH,L12,2025-05-12
CMD034388,C06659,P00300,2024-12-20,3,4707.45,DONE,tanger,CARD,L44,2026-04-23
CMD034389,C04327,P00426,Aug 31 2024,4,1242.22,KO,tanger,CARD,L24,2025-06-05
CMD034390,C06130,P00249,2025-03-26,1,4816.86,OK,Rabat,CARD,L16,2026-03-24
CMD034391,C05548,P00631,2025-01-30,3,3867.31,DONE,Tnja,CASH,L2,2026-04-15
CMD034392,C07362,P00467,2025-05-31,1,1588.22,DONE,Rabat,CASH,L45,2026-01-07
CMD034393,C08777,P00626,2025-05-03,5,528.07,OK,TNG,CARD,L4,2025-10-15
CMD034394,C03910,P00318,Aug 22 2025,1,4897.1,KO,TNG,CARD,L27,2025-08-26
CMD034395,C07961,P00004,07/05/2025,-3,4633.93,DONE,Tnja,CASH,L8,2025-07-14
CMD034396,C07191,P00742,23/02/2026,1,4955.71,DONE,tanger,CASH,L3,2025-08-16
CMD034397,C06443,P00210,02/07/2024,2,3647.92,OK,CAS,CASH,L22,2026-02-20
CMD034398,C01866,P00557,2025-06-05,2,4231.55,KO,Rabat,CARD,,2025-08-26
CMD034399,C01506,P00487,22/07/2025,4,4895.91,KO,Rabat,CASH,L22,2025-07-12
CMD034400,C08065,P00243,Oct 04 2024,2,4930.56,KO,tanger,CASH,L37,2025-10-27
CMD034401,C00616,P00532,2025-12-16,3,4645.07,OK,tanger,CASH,L21,2025-06-10
CMD034402,C00760,P00821,03/03/2026,4,3733.57,DONE,Tnja,CASH,L20,2026-01-07
CMD034403,C03974,P00741,2026-05-07,4,2977.29,KO,CAS,CARD,,2026-03-23
CMD034404,C00132,P00160,14/09/2025,4,4808.22,DONE,TNG,CARD,L33,2025-10-02
CMD034405,C06316,P00264,Jan 13 2026,3,4970.84,OK,Rabat,CASH,L32,2025-06-18
CMD034406,C07625,P00157,2024-06-24,3,929.92,DONE,Rabat,CASH,L27,2025-05-31
CMD034407,C06310,P00418,23/11/2025,3,977.2,OK,Tnja,CASH,,2025-06-12
CMD034408,C04335,P00291,Jan 08 2025,2,4636.94,DONE,Tnja,CASH,L42,2025-10-23
CMD034409,C00684,P00601,2025-02-04,4,2648.98,DONE,CAS,CARD,L28,2025-11-06
CMD034410,C05096,P00737,2025-06-15,4,0.0,OK,TNG,CASH,L27,2025-10-08
CMD034411,C08862,P00628,23/05/2025,4,3097.39,DONE,tanger,CARD,L38,2026-04-28
CMD034412,C03967,P00210,2026-04-30,1,0.0,OK,TNG,CARD,,2026-02-23
CMD034413,C09160,P00228,2025-09-25,2,297.84,DONE,CAS,CARD,L39,2026-04-23
CMD034414,C02663,P00948,2024-06-21,3,1521.44,DONE,tanger,CARD,L39,2025-08-04
CMD034415,C03255,P00158,May 13 2025,5,106.57,DONE,Tnja,CASH,L41,2025-07-29
CMD034416,C00885,P00362,2024-07-27,4,2615.7,OK,Rabat,CASH,L7,2025-11-09
CMD034417,C04433,P00821,12/05/2024,2,3739.44,DONE,Rabat,CASH,L10,2025-10-23
CMD034418,C07873,P00383,2025-06-21,2,1459.21,KO,tanger,CARD,L37,2026-05-11
CMD034419,C00334,P00686,2025-06-18,3,2018.21,KO,CAS,CARD,L6,2025-11-22
CMD034420,C09156,P00792,22/01/2025,3,3457.33,DONE,CAS,CASH,L20,2025-11-21
CMD034421,C04760,P00384,2025-02-11,2,2410.4,KO,tanger,CARD,,2026-04-16
CMD034422,C06359,P00761,24/07/2025,-1,4195.9,DONE,tanger,CARD,,2025-06-22
CMD034423,C00100,P00650,2026-01-30,1,2852.83,DONE,CAS,CASH,L31,2025-09-21
CMD034424,C07548,P00534,12/09/2024,2,3767.16,DONE,Rabat,CARD,L6,2026-01-30
CMD034425,C08292,P00016,19/07/2025,5,704.73,OK,TNG,CARD,L24,2026-03-15
CMD034426,C07416,P00335,2025-11-28,4,446.65,OK,Rabat,CARD,L38,2025-08-23
CMD034427,C07648,P00366,2024-12-14,2,0.0,DONE,Tnja,CARD,L47,2026-03-14
CMD034428,C09431,P00680,2025-08-01,1,4590.36,OK,CAS,CASH,L7,2026-01-01
CMD034429,C00435,P00407,2025-03-23,1,3925.43,OK,Rabat,CARD,L26,2026-03-03
CMD034430,C06691,P00319,2025-05-19,1,3416.93,DONE,Rabat,CARD,L4,2025-07-30
CMD034431,C00855,P00678,Apr 03 2026,1,2634.87,DONE,tanger,CARD,L17,2026-03-03
CMD034432,C00146,P00746,29/10/2025,4,4259.34,DONE,Rabat,CASH,L41,2025-09-23
CMD034433,C07710,P00381,2026-05-12,4,3884.6,KO,CAS,CARD,L43,2025-10-06
CMD034434,C07709,P00901,05/08/2025,1,3599.15,DONE,Tnja,CARD,,2025-09-11
CMD034435,C09233,P00869,2025-05-13,1,4385.98,KO,Tnja,CARD,L22,2025-09-27
CMD034436,C08386,P00708,13/08/2024,5,3131.2,KO,CAS,CARD,L12,2026-03-30
CMD034437,C07273,P00598,28/09/2025,-5,232.36,OK,tanger,CARD,L37,2025-06-23
CMD034438,C07143,P00586,2025-10-01,3,2427.03,DONE,Tnja,CASH,L19,2026-02-17
CMD034439,C04339,P00744,2025-03-31,3,3286.24,KO,tanger,CASH,L25,2025-12-07
CMD034440,C08608,P00274,2025-05-08,1,2399.04,OK,TNG,CASH,L40,2026-03-10
CMD034441,C01000,P00284,02/04/2026,3,995.01,KO,Tnja,CASH,L29,2025-08-02
CMD034442,C04640,P00797,Dec 16 2024,3,4991.99,KO,CAS,CARD,,2025-11-25
CMD034443,C09468,P00667,31/12/2025,5,2010.15,DONE,Tnja,CASH,L1,2025-10-07
CMD034444,C09788,P00080,Aug 28 2025,1,332.61,DONE,CAS,CASH,L2,2025-06-02
CMD034445,C04791,P00631,2025-12-02,5,2677.19,DONE,tanger,CASH,L30,2026-03-06
CMD034446,C00143,P00800,2025-05-19,5,4601.82,OK,Tnja,CARD,L4,2026-04-17
CMD034447,C00977,P00281,06/04/2025,1,4233.88,KO,Rabat,CARD,L46,2026-01-08
CMD034448,C06183,P00583,20/01/2025,4,3950.49,DONE,TNG,CARD,L1,2026-03-29
CMD034449,C07730,P00949,Sep 20 2024,5,2978.75,OK,tanger,CARD,L19,2026-03-01
CMD034450,C01594,P00104,2026-01-09,1,3377.61,KO,Rabat,CARD,L37,2025-11-14
CMD034451,C03553,P00196,18/05/2024,3,3951.6,DONE,Tnja,CASH,L14,2025-11-17
CMD034452,C06367,P00980,04/12/2024,5,3922.66,DONE,tanger,CASH,L9,2026-02-26
CMD034453,C03762,P00545,14/03/2026,5,641.8,KO,tanger,CARD,L48,2026-04-18
CMD034454,C00123,P00469,Nov 12 2025,1,2184.65,KO,Rabat,CASH,L21,2025-06-12
CMD034455,C05141,P00471,2025-10-04,2,760.82,KO,tanger,CASH,L5,2026-03-14
CMD034456,C03484,P00733,2026-04-11,1,4804.06,KO,tanger,CARD,L30,2026-03-12
CMD034457,C04195,P00290,2024-09-03,1,2343.64,DONE,CAS,CASH,L8,2025-09-17
CMD034458,C09961,P00846,19/09/2024,1,2248.89,OK,TNG,CARD,L15,2026-03-20
CMD034459,C03606,P00009,22/04/2026,1,179.58,DONE,CAS,CASH,L46,2026-01-18
CMD034460,C01976,P00741,30/05/2024,2,1592.18,OK,TNG,CASH,L27,2025-10-17
CMD034461,C02058,P00771,Feb 19 2026,2,269.45,DONE,Rabat,CARD,L29,2026-03-12
CMD034462,C04161,P00744,Mar 01 2026,5,2684.8,KO,CAS,CASH,,2025-08-31
CMD034463,C06028,P00943,25/05/2024,1,4087.82,KO,Tnja,CASH,L3,2025-12-03
CMD034464,C08749,P00128,13/10/2025,3,4229.85,DONE,Tnja,CASH,L11,2025-07-12
CMD034465,C03083,P00257,Apr 09 2025,2,905.82,KO,CAS,CASH,L34,2026-04-30
CMD034466,C05493,P00391,02/11/2025,1,1334.23,OK,tanger,CARD,L26,2025-10-20
CMD034467,C06495,P00576,May 04 2025,3,1608.54,DONE,Tnja,CARD,L47,2026-02-25
CMD034468,C08499,P00631,2025-03-23,2,2853.03,DONE,CAS,CASH,L22,2025-09-12
CMD034469,C06713,P00824,Oct 14 2024,2,813.65,KO,tanger,CARD,,2025-05-28
CMD034470,C04386,P00045,2025-12-26,2,4925.86,DONE,Tnja,CARD,L24,2025-11-04
CMD034471,C09544,P00979,2026-02-15,-2,590.54,DONE,TNG,CASH,L21,2025-08-01
CMD034472,C08772,P00576,01/03/2026,2,1833.68,OK,tanger,CASH,L31,2026-02-12
CMD034473,C07342,P00085,May 27 2025,4,3809.5,DONE,Tnja,CASH,L28,2025-09-23
CMD034474,C08312,P00236,2026-02-14,2,4268.6,OK,TNG,CASH,L48,2025-05-14
CMD034475,C08281,P00177,2025-10-14,2,4137.15,KO,Rabat,CASH,L47,2025-08-23
CMD034476,C01297,P00392,03/09/2024,4,4414.67,KO,tanger,CASH,L29,2026-04-09
CMD034477,C07974,P00735,Aug 21 2025,1,3690.96,OK,TNG,CARD,L27,2025-05-26
CMD034478,C03775,P00430,04/05/2025,1,2767.69,KO,tanger,CASH,L11,2025-11-21
CMD034479,C00121,P00032,10/02/2025,2,793.61,DONE,CAS,CASH,L28,2026-03-06
CMD034480,C04740,P00936,2025-12-06,-3,1443.66,DONE,TNG,CARD,L8,2026-03-27
CMD034481,C05834,P00243,2025-02-14,4,123.84,KO,CAS,CASH,L14,2025-06-25
CMD034482,C00588,P00377,2024-08-27,4,2058.6,DONE,TNG,CARD,L23,2025-10-26
CMD034483,C04670,P00790,2024-10-14,2,3153.79,OK,tanger,CASH,L36,2026-01-25
CMD034484,C04415,P00560,2024-05-26,1,2769.55,KO,TNG,CASH,L35,2026-04-30
CMD034485,C07805,P00880,22/01/2025,5,1061.8,DONE,Tnja,CASH,L8,2026-04-01
CMD034486,C07542,P00634,2025-03-21,4,224.88,OK,TNG,CARD,L30,2026-02-10
CMD034487,C09882,P00772,2025-08-23,3,779.99,KO,TNG,CARD,L32,2025-07-25
CMD034488,C00891,P00718,2026-02-18,2,2371.56,DONE,Rabat,CARD,L8,2025-10-25
CMD034489,C09579,P00212,2025-04-22,5,1009.3,KO,Rabat,CASH,L50,2026-01-31
CMD034490,C01359,P00078,2025-07-02,3,3602.76,KO,TNG,CARD,L45,2025-09-21
CMD034491,C05544,P00320,Nov 21 2024,5,3486.4,OK,tanger,CASH,L38,2026-05-07
CMD034492,C06543,P00173,2025-02-11,2,4785.11,KO,tanger,CARD,L25,2026-03-11
CMD034493,C01309,P00968,Dec 18 2025,2,349.04,OK,tanger,CARD,L5,2025-10-13
CMD034494,C05843,P00972,2024-06-22,1,3626.06,DONE,Rabat,CARD,L36,2025-06-24
CMD034495,C09592,P00912,2024-08-11,2,2955.42,DONE,TNG,CARD,,2026-04-02
CMD034496,C08515,P00495,2025-11-09,5,4656.88,KO,Tnja,CARD,L15,2025-06-18
CMD034497,C00991,P00260,2024-09-11,3,2034.03,OK,TNG,CASH,L38,2025-06-23
CMD034498,C04885,P00585,2025-05-05,1,1178.61,OK,CAS,CASH,L33,2025-07-04
CMD034499,C08674,P00648,Aug 10 2024,-2,4489.84,DONE,CAS,CASH,L41,2026-03-15
CMD034500,C06182,P00740,Jun 22 2024,1,3165.74,KO,CAS,CARD,L4,2026-03-20
CMD034501,C09995,P00636,27/07/2025,5,2588.34,KO,tanger,CARD,L48,2025-09-17
CMD034502,C01098,P00504,2025-03-29,5,846.73,KO,TNG,CASH,,2025-08-12
CMD034503,C09831,P00238,2025-10-23,3,1614.44,OK,TNG,CASH,L19,2026-03-04
CMD034504,C03439,P00600,2024-08-03,5,237.6,OK,Rabat,CARD,,2025-09-26
CMD034505,C03255,P00390,Apr 25 2026,5,4252.68,DONE,CAS,CASH,L41,2025-06-09
CMD034506,C04504,P00802,18/11/2025,4,4328.93,OK,Rabat,CARD,L39,2025-11-23
CMD034507,C09855,P00567,2024-11-16,3,1888.7,DONE,tanger,CARD,L35,2026-04-15
CMD034508,C00032,P00532,Jul 15 2024,2,321.44,OK,TNG,CARD,L34,2026-02-08
CMD034509,C09967,P00179,2024-11-26,3,2926.13,OK,tanger,CASH,L7,2025-12-10
CMD034510,C03037,P00892,2026-03-03,2,4370.0,KO,tanger,CARD,L41,2026-02-06
CMD034511,C04621,P00577,10/08/2025,3,4371.6,DONE,Rabat,CASH,L28,2026-03-09
CMD034512,C03281,P00111,2025-07-15,5,2543.03,KO,Tnja,CASH,L1,2025-12-06
CMD034513,C05504,P00666,2025-11-13,2,1611.06,DONE,Rabat,CASH,L38,2025-07-23
CMD034514,C05255,P00461,2024-11-17,5,1461.84,KO,Rabat,CASH,L28,2026-01-28
CMD034515,C08249,P00835,2025-09-04,5,2911.99,OK,Rabat,CARD,L20,2025-09-07
CMD034516,C01083,P00625,2025-09-07,3,2593.02,KO,CAS,CARD,L42,2025-11-26
CMD034517,C09368,P00008,Jan 19 2026,1,3932.7,DONE,CAS,CARD,L9,2025-06-14
CMD034518,C04689,P00646,2024-09-23,1,3860.63,DONE,CAS,CASH,L14,2026-03-20
CMD034519,C06426,P00171,2025-10-06,5,4943.93,DONE,TNG,CARD,L15,2025-08-26
CMD034520,C09383,P00909,2025-03-20,3,1146.91,OK,TNG,CASH,L45,2026-01-29
CMD034521,C05759,P00787,2024-10-06,2,1320.54,OK,Rabat,CASH,,2025-08-28
CMD034522,C03674,P00739,2024-10-06,5,3700.19,KO,TNG,CASH,L33,2025-12-08
CMD034523,C00879,P00692,2025-12-30,2,3136.08,DONE,Rabat,CARD,L7,2025-05-14
CMD034524,C00069,P00350,2025-06-27,4,2463.95,KO,tanger,CARD,L7,2025-06-21
CMD034525,C03843,P00323,Jul 07 2025,4,1299.83,OK,TNG,CASH,L44,2025-09-20
CMD034526,C02528,P00687,2024-10-19,4,986.94,KO,Tnja,CASH,L1,2025-07-05
CMD034527,C05211,P00958,19/04/2025,4,4617.88,DONE,CAS,CARD,L39,2025-07-21
CMD034528,C04891,P00852,15/08/2024,2,2137.59,OK,TNG,CARD,L24,2026-02-07
CMD034529,C01383,P00760,2024-06-17,2,2123.07,KO,tanger,CASH,L30,2025-05-18
CMD034530,C06336,P00775,2026-03-09,4,1976.57,KO,Rabat,CASH,,2026-03-02
CMD034531,C06235,P00862,2026-02-16,3,1322.84,OK,CAS,CARD,L6,2025-05-17
CMD034532,C06655,P00015,2026-01-04,1,3491.33,OK,CAS,CARD,L4,2025-05-27
CMD034533,C01268,P00576,2025-07-19,1,620.96,DONE,Tnja,CARD,L32,2026-01-21
CMD034534,C01767,P00257,Nov 29 2025,1,0.0,OK,TNG,CARD,L46,2026-03-25
CMD034535,C01193,P00278,Oct 11 2025,2,3735.0,KO,CAS,CASH,L34,2025-06-19
CMD034536,C00148,P00634,2025-12-16,5,3856.04,KO,Tnja,CARD,L7,2025-06-30
CMD034537,C03157,P00886,03/09/2024,4,4478.98,OK,TNG,CASH,L22,2026-05-02
CMD034538,C02115,P00650,22/10/2025,4,4704.62,DONE,CAS,CASH,L42,2025-08-19
CMD034539,C04518,P00882,25/12/2025,4,2892.53,OK,tanger,CASH,L35,2026-04-25
CMD034540,C04106,P00856,2025-11-07,-3,1805.55,KO,CAS,CASH,L26,2025-06-30
CMD034541,C06578,P00269,2025-08-09,2,1553.16,DONE,tanger,CASH,L32,2026-04-23
CMD034542,C08244,P00730,2025-02-04,3,653.02,KO,TNG,CASH,L2,2025-08-09
CMD034543,C05564,P00004,16/10/2024,5,4039.31,OK,TNG,CASH,L24,2026-03-29
CMD034544,C02052,P00495,09/02/2026,5,109.29,OK,Tnja,CARD,L16,2025-08-22
CMD034545,C09606,P00045,2026-03-01,4,3111.99,KO,Tnja,CARD,L21,2025-12-23
CMD034546,C08501,P00235,13/06/2024,1,599.6,KO,Rabat,CARD,L49,2026-04-10
CMD034547,C02512,P00932,12/05/2025,2,3829.52,OK,Rabat,CASH,L4,2025-06-10
CMD034548,C01137,P00422,2024-12-17,3,1900.78,OK,Tnja,CARD,L18,2026-04-22
CMD034549,C07600,P00295,2025-05-20,1,919.3,KO,CAS,CASH,L40,2025-07-02
CMD034550,C07835,P00822,2024-11-22,5,270.88,KO,CAS,CARD,L23,2025-06-14
CMD034551,C01787,P00613,Jul 26 2024,2,1975.18,KO,CAS,CASH,L40,2026-02-12
CMD034552,C06120,P00154,2024-06-09,5,1612.22,OK,tanger,CARD,,2025-09-08
CMD034553,C05560,P00084,2026-02-11,4,1047.24,DONE,Tnja,CASH,L21,2026-01-09
CMD034554,C07331,P00906,2025-08-21,5,1979.41,KO,TNG,CASH,L7,2025-06-04
CMD034555,C01163,P00203,Nov 14 2024,4,4247.43,DONE,Rabat,CARD,L48,2026-02-16
CMD034556,C03435,P00802,08/03/2026,4,2343.49,OK,CAS,CARD,L24,2025-05-25
CMD034557,C02646,P00247,Dec 26 2025,-2,2120.1,OK,CAS,CASH,L38,2026-04-05
CMD034558,C06448,P00554,30/03/2026,4,4863.8,DONE,TNG,CARD,L10,2025-09-30
CMD034559,C05991,P00351,2025-01-21,2,1066.26,KO,Tnja,CARD,L17,2026-02-25
CMD034560,C08065,P00751,2025-09-18,2,4736.1,DONE,tanger,CASH,L46,2025-07-16
CMD034561,C08536,P00074,2025-10-17,2,4768.37,DONE,CAS,CASH,L28,2026-04-23
CMD034562,C02191,P00568,2024-08-26,4,4227.08,OK,TNG,CASH,L2,2025-05-17
CMD034563,C09416,P00136,Jan 31 2025,2,2441.48,DONE,Rabat,CASH,,2025-06-27
CMD034564,C02723,P00570,2025-12-21,1,3478.94,KO,Tnja,CARD,L7,2026-01-14
CMD034565,C09917,P00002,04/03/2025,3,4045.99,KO,TNG,CARD,L20,2025-09-07
CMD034566,C07853,P00483,May 31 2025,1,3181.41,KO,tanger,CASH,L26,2025-12-09
CMD034567,C05827,P00789,Mar 22 2025,2,3823.05,OK,TNG,CARD,L30,2025-08-13
CMD034568,C00868,P00639,2026-02-17,1,2227.06,KO,Rabat,CASH,L15,2026-05-03
CMD034569,C00283,P00471,May 02 2026,2,3257.32,KO,Tnja,CARD,L42,2026-02-12
CMD034570,C08823,P00574,13/11/2024,4,675.86,OK,Tnja,CASH,L17,2025-10-23
CMD034571,C08646,P00720,15/07/2025,5,189.23,KO,Rabat,CARD,L20,2025-07-22
CMD034572,C05616,P00472,2026-03-31,2,2484.52,OK,TNG,CARD,L2,2026-01-24
CMD034573,C04628,P00699,2025-12-20,-3,4403.39,KO,Rabat,CARD,L42,2025-07-30
CMD034574,C06137,P00630,Jun 22 2024,5,975.54,KO,Rabat,CASH,L6,2025-09-10
CMD034575,C05030,P00250,04/01/2025,1,2675.1,OK,Rabat,CASH,L47,2026-04-11
CMD034576,C01875,P00456,Jun 14 2025,4,2100.54,DONE,tanger,CARD,L36,2026-05-10
CMD034577,C06866,P00643,2025-12-26,3,1131.5,DONE,Rabat,CASH,L30,2025-10-26
CMD034578,C01633,P00501,2026-04-13,2,3329.11,DONE,TNG,CASH,L29,2025-12-13
CMD034579,C03382,P00978,22/02/2026,1,3416.49,DONE,tanger,CARD,L9,2025-08-24
CMD034580,C00418,P00244,01/02/2025,3,3793.61,DONE,tanger,CARD,L15,2025-10-13
CMD034581,C05768,P00862,17/06/2024,4,2458.98,KO,Tnja,CARD,L22,2025-12-29
CMD034582,C09263,P00994,Jan 04 2026,2,3462.51,KO,CAS,CARD,L34,2025-12-07
CMD034583,C05871,P00422,2025-01-27,4,371.55,OK,CAS,CASH,L16,2025-07-05
CMD034584,C01634,P00333,16/06/2025,5,3877.84,KO,TNG,CASH,L13,2025-09-07
CMD034585,C04656,P00455,2025-02-03,1,3426.77,OK,tanger,CARD,L13,2025-08-18
CMD034586,C01009,P00150,Jan 05 2026,1,812.11,DONE,TNG,CARD,L47,2026-04-02
CMD034587,C01768,P00290,2024-10-21,4,4002.35,OK,tanger,CASH,L16,2025-05-17
CMD034588,C09881,P00222,19/09/2025,2,461.81,KO,tanger,CARD,L28,2026-04-27
CMD034589,C00626,P00962,28/07/2025,1,884.92,KO,Tnja,CASH,L27,2026-02-15
CMD034590,C02099,P00979,2025-05-29,4,1294.82,KO,TNG,CASH,L11,2025-08-14
CMD034591,C06893,P00191,Sep 16 2025,3,1053.24,KO,Rabat,CASH,L9,2025-09-29
CMD034592,C09435,P00502,2024-09-18,1,2185.43,OK,tanger,CARD,L37,2026-01-14
CMD034593,C00905,P00122,2025-01-27,2,399.73,DONE,CAS,CASH,L7,2025-11-05
CMD034594,C01976,P00008,15/06/2025,4,817.08,OK,tanger,CASH,L3,2026-02-20
CMD034595,C00702,P00079,2025-01-20,1,1656.22,DONE,tanger,CARD,L36,2025-09-17
CMD034596,C06162,P00266,14/05/2024,2,0.0,OK,Tnja,CARD,L9,2025-10-11
CMD034597,C03318,P00462,2024-05-30,2,4148.07,KO,Tnja,CASH,L17,2025-12-04
CMD034598,C09849,P00674,Dec 02 2024,5,165.91,KO,CAS,CARD,L42,2026-05-12
CMD034599,C07754,P00209,2024-11-28,5,3031.19,KO,tanger,CARD,,2026-04-11
CMD034600,C05693,P00798,Dec 22 2025,2,4474.7,KO,Rabat,CARD,L21,2025-09-13
CMD034601,C02691,P00646,25/06/2025,4,3046.1,DONE,Rabat,CARD,L38,2025-06-01
CMD034602,C08200,P00803,2026-02-17,4,2879.2,OK,Tnja,CASH,L4,2026-03-11
CMD034603,C03520,P00764,2025-07-11,2,1707.79,OK,CAS,CARD,L1,2025-09-20
CMD034604,C04370,P00432,Jul 20 2024,5,276.6,KO,CAS,CARD,L26,2026-03-09
CMD034605,C05058,P00105,2026-04-04,2,1527.73,DONE,TNG,CARD,L1,2026-01-01
CMD034606,C06354,P00675,2026-04-11,5,2920.03,KO,TNG,CARD,L20,2025-10-10
CMD034607,C08348,P00494,26/05/2025,4,4816.9,OK,Tnja,CASH,L12,2025-12-29
CMD034608,C06266,P00379,2026-04-13,5,3656.91,OK,Rabat,CARD,L30,2026-02-04
CMD034609,C01238,P00718,Mar 18 2026,3,3985.89,OK,Tnja,CARD,L37,2025-07-07
CMD034610,C00851,P00755,08/04/2026,5,614.89,OK,TNG,CARD,L22,2026-04-01
CMD034611,C00990,P00767,Mar 13 2026,-4,930.24,OK,CAS,CASH,,2025-05-21
CMD034612,C03358,P00971,2025-10-17,3,3653.95,DONE,Rabat,CARD,,2025-06-27
CMD034613,C04654,P00676,May 12 2024,1,1842.74,KO,Rabat,CARD,L4,2025-11-30
CMD034614,C04245,P00919,2026-05-01,5,3506.76,KO,TNG,CARD,L46,2026-03-27
CMD034615,C06182,P00806,27/05/2024,1,2404.65,OK,Tnja,CASH,L39,2025-05-22
